Filename,PromptID,Response
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/14073_CRC-Prim-HE-04.tif_Row_751_Col_3301.tif,0,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/14073_CRC-Prim-HE-04.tif_Row_751_Col_3301.tif,1,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/14073_CRC-Prim-HE-04.tif_Row_751_Col_3301.tif,2,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/14073_CRC-Prim-HE-04.tif_Row_751_Col_3301.tif,3,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/14073_CRC-Prim-HE-04.tif_Row_751_Col_3301.tif,4,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/14073_CRC-Prim-HE-04.tif_Row_751_Col_3301.tif,5,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/14073_CRC-Prim-HE-04.tif_Row_751_Col_3301.tif,6,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/14073_CRC-Prim-HE-04.tif_Row_751_Col_3301.tif,7,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/13728_CRC-Prim-HE-03_004.tif_Row_1_Col_451.tif,0,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/13728_CRC-Prim-HE-03_004.tif_Row_1_Col_451.tif,1,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/13728_CRC-Prim-HE-03_004.tif_Row_1_Col_451.tif,2,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/13728_CRC-Prim-HE-03_004.tif_Row_1_Col_451.tif,3,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/13728_CRC-Prim-HE-03_004.tif_Row_1_Col_451.tif,4,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/13728_CRC-Prim-HE-03_004.tif_Row_1_Col_451.tif,5,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/13728_CRC-Prim-HE-03_004.tif_Row_1_Col_451.tif,6,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/13728_CRC-Prim-HE-03_004.tif_Row_1_Col_451.tif,7,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/10257_CRC-Prim-HE-03_015.tif_Row_301_Col_301.tif,0,"Stroma. 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/10257_CRC-Prim-HE-03_015.tif_Row_301_Col_301.tif,1,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/10257_CRC-Prim-HE-03_015.tif_Row_301_Col_301.tif,2,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/10257_CRC-Prim-HE-03_015.tif_Row_301_Col_301.tif,3,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/10257_CRC-Prim-HE-03_015.tif_Row_301_Col_301.tif,4,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/10257_CRC-Prim-HE-03_015.tif_Row_301_Col_301.tif,5,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/10257_CRC-Prim-HE-03_015.tif_Row_301_Col_301.tif,6,"Tumor 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/10257_CRC-Prim-HE-03_015.tif_Row_301_Col_301.tif,7,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/107BD_CRC-Prim-HE-02_015.tif_Row_451_Col_1.tif,0,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/107BD_CRC-Prim-HE-02_015.tif_Row_451_Col_1.tif,1,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/107BD_CRC-Prim-HE-02_015.tif_Row_451_Col_1.tif,2,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/107BD_CRC-Prim-HE-02_015.tif_Row_451_Col_1.tif,3,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/107BD_CRC-Prim-HE-02_015.tif_Row_451_Col_1.tif,4,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/107BD_CRC-Prim-HE-02_015.tif_Row_451_Col_1.tif,5,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/107BD_CRC-Prim-HE-02_015.tif_Row_451_Col_1.tif,6,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/107BD_CRC-Prim-HE-02_015.tif_Row_451_Col_1.tif,7,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/104AE_CRC-Prim-HE-03_016.tif_Row_751_Col_301.tif,0,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/104AE_CRC-Prim-HE-03_016.tif_Row_751_Col_301.tif,1,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/104AE_CRC-Prim-HE-03_016.tif_Row_751_Col_301.tif,2,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/104AE_CRC-Prim-HE-03_016.tif_Row_751_Col_301.tif,3,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/104AE_CRC-Prim-HE-03_016.tif_Row_751_Col_301.tif,4,"Tumor 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/104AE_CRC-Prim-HE-03_016.tif_Row_751_Col_301.tif,5,"Tumor 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/104AE_CRC-Prim-HE-03_016.tif_Row_751_Col_301.tif,6,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/104AE_CRC-Prim-HE-03_016.tif_Row_751_Col_301.tif,7,"Tumor 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/119FF_CRC-Prim-HE-03_001.tif_Row_1051_Col_901.tif,0,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/119FF_CRC-Prim-HE-03_001.tif_Row_1051_Col_901.tif,1,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/119FF_CRC-Prim-HE-03_001.tif_Row_1051_Col_901.tif,2,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/119FF_CRC-Prim-HE-03_001.tif_Row_1051_Col_901.tif,3,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/119FF_CRC-Prim-HE-03_001.tif_Row_1051_Col_901.tif,4,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/119FF_CRC-Prim-HE-03_001.tif_Row_1051_Col_901.tif,5,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/119FF_CRC-Prim-HE-03_001.tif_Row_1051_Col_901.tif,6,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/119FF_CRC-Prim-HE-03_001.tif_Row_1051_Col_901.tif,7,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/13756_CRC-Prim-HE-03.tif_Row_901_Col_1801.tif,0,"Stroma. 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/13756_CRC-Prim-HE-03.tif_Row_901_Col_1801.tif,1,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/13756_CRC-Prim-HE-03.tif_Row_901_Col_1801.tif,2,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/13756_CRC-Prim-HE-03.tif_Row_901_Col_1801.tif,3,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/13756_CRC-Prim-HE-03.tif_Row_901_Col_1801.tif,4,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/13756_CRC-Prim-HE-03.tif_Row_901_Col_1801.tif,5,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/13756_CRC-Prim-HE-03.tif_Row_901_Col_1801.tif,6,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/13756_CRC-Prim-HE-03.tif_Row_901_Col_1801.tif,7,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/12405_CRC-Prim-HE-07_014.tif_Row_901_Col_2551.tif,0,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/12405_CRC-Prim-HE-07_014.tif_Row_901_Col_2551.tif,1,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/12405_CRC-Prim-HE-07_014.tif_Row_901_Col_2551.tif,2,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/12405_CRC-Prim-HE-07_014.tif_Row_901_Col_2551.tif,3,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/12405_CRC-Prim-HE-07_014.tif_Row_901_Col_2551.tif,4,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/12405_CRC-Prim-HE-07_014.tif_Row_901_Col_2551.tif,5,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/12405_CRC-Prim-HE-07_014.tif_Row_901_Col_2551.tif,6,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/12405_CRC-Prim-HE-07_014.tif_Row_901_Col_2551.tif,7,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/13111_CRC-Prim-HE-06_034.tif_Row_901_Col_1.tif,0,"Stroma 
"
/home/groups/roxanad/sonnet/ensembleVLMs/Kather_texture_2016_image_tiles_5000/02_STROMA/13111_CRC-Prim-HE-06_034.tif_Row_901_Col_1.tif,1,"Stroma 
"
